produksi_ton,solar_liter,listrik_kWh,jam_operasi,alat_berat,emisi_CO2e
4513.0,,7091.0,291.0,5.0,8430.0
10529.0,4589.0,13716.0,389.0,,
13685.0,6391.0,18324.0,364.0,17.0,22755.0
11571.0,6239.0,19376.0,289.0,14.0,
21909.0,6638.0,30770.0,284.0,27.0,29700.0
14175.0,7422.0,24037.0,336.0,17.0,23739.0
21442.0,9605.0,49306.0,349.0,26.0,34700.0
15309.0,5268.0,,,19.0,24017.0
15186.0,3668.0,26048.0,484.0,18.0,21026.0
14556.0,6352.0,35512.0,441.0,18.0,24554.0
15019.0,8933.0,28873.0,460.0,18.0,27609.0
23594.0,14569.0,39866.0,379.0,29.0,42604.0
3402.0,,5963.0,448.0,5.0,6775.0
4992.0,3226.0,9629.0,388.0,6.0,9530.0
,5475.0,28361.0,365.0,15.0,19087.0
15073.0,8220.0,24730.0,552.0,18.0,27322.0
18451.0,7470.0,29017.0,214.0,23.0,27813.0
17365.0,,24075.0,250.0,21.0,25374.0
,4999.0,23946.0,431.0,16.0,20798.0
20095.0,4902.0,27697.0,379.0,25.0,27199.0
20151.0,11662.0,33468.0,285.0,25.0,35542.0
15920.0,6143.0,24317.0,316.0,19.0,24800.0
19813.0,7328.0,42048.0,326.0,24.0,29727.0
16363.0,5433.0,26958.0,471.0,20.0,23971.0
12193.0,5237.0,23399.0,497.0,15.0,20060.0
18489.0,,24383.0,531.0,23.0,34220.0
15553.0,10255.0,28609.0,273.0,19.0,27882.0
15007.0,4261.0,21595.0,291.0,18.0,20995.0
22365.0,9271.0,37401.0,285.0,27.0,34986.0
3000.0,,7390.0,503.0,5.0,6372.0
7912.0,4342.0,16453.0,433.0,9.0,14988.0
9065.0,,15967.0,,11.0,16134.0
13184.0,5093.0,36383.0,418.0,16.0,19998.0
13727.0,6277.0,20940.0,395.0,17.0,23266.0
7463.0,3002.0,16043.0,310.0,9.0,12398.0
10074.0,6160.0,13501.0,441.0,12.0,19364.0
10696.0,5398.0,18470.0,385.0,,17855.0
27287.0,14107.0,38084.0,304.0,34.0,44106.0
24009.0,4802.0,,446.0,30.0,32454.0
,5737.0,23512.0,366.0,16.0,20662.0
13182.0,8678.0,22511.0,418.0,16.0,
9254.0,5391.0,19689.0,390.0,11.0,17437.0
5459.0,1448.0,8898.0,471.0,6.0,9017.0
14416.0,6035.0,27362.0,418.0,18.0,23736.0
10011.0,3302.0,20484.0,329.0,12.0,15336.0
14576.0,9053.0,19751.0,426.0,18.0,26080.0
6999.0,3321.0,11027.0,428.0,8.0,12633.0
11190.0,4176.0,20323.0,441.0,,18043.0
15743.0,7138.0,31314.0,483.0,19.0,25221.0
16831.0,3366.0,37472.0,351.0,21.0,23243.0
17087.0,5835.0,29651.0,453.0,21.0,24400.0
8398.0,3810.0,14318.0,262.0,10.0,14348.0
19273.0,10303.0,29647.0,390.0,24.0,32526.0
10999.0,2814.0,,378.0,13.0,
18164.0,7482.0,31077.0,516.0,22.0,29122.0
14947.0,8235.0,25675.0,387.0,18.0,26122.0
8118.0,2475.0,14384.0,449.0,10.0,
13419.0,6346.0,26375.0,259.0,16.0,22065.0
16827.0,7683.0,27443.0,372.0,21.0,27629.0
18065.0,11226.0,28332.0,332.0,22.0,33676.0
14295.0,6104.0,27583.0,598.0,17.0,23033.0
22659.0,9808.0,20218.0,347.0,28.0,33179.0
20038.0,10730.0,32439.0,406.0,25.0,34042.0
13717.0,4353.0,19952.0,410.0,17.0,19895.0
18751.0,8024.0,40520.0,,23.0,29620.0
24669.0,9977.0,41141.0,358.0,30.0,37442.0
24802.0,10817.0,40472.0,432.0,31.0,39679.0
8860.0,4739.0,15819.0,407.0,11.0,15201.0
10367.0,,16809.0,216.0,12.0,17572.0
22425.0,8412.0,37656.0,355.0,28.0,34103.0
9709.0,4502.0,17758.0,482.0,12.0,16871.0
8387.0,5024.0,14035.0,447.0,10.0,16064.0
12569.0,4611.0,21006.0,497.0,15.0,20163.0
17101.0,7944.0,25600.0,321.0,21.0,27614.0
14488.0,6240.0,21064.0,502.0,18.0,23274.0
11747.0,5212.0,21359.0,396.0,14.0,19608.0
11629.0,3337.0,22002.0,527.0,,17733.0
11438.0,6761.0,15688.0,400.0,14.0,21118.0
10602.0,3950.0,21502.0,236.0,13.0,15470.0
26408.0,14593.0,53588.0,468.0,33.0,45931.0
16488.0,6395.0,34499.0,365.0,20.0,25198.0
19434.0,7530.0,36729.0,370.0,24.0,30233.0
12555.0,7173.0,24998.0,284.0,15.0,22671.0
,7730.0,34550.0,530.0,17.0,25459.0
11432.0,5383.0,19544.0,358.0,14.0,18716.0
3000.0,1578.0,4459.0,526.0,5.0,6793.0
8110.0,3415.0,10866.0,366.0,10.0,13171.0
5947.0,2671.0,13837.0,326.0,7.0,11080.0
3751.0,1440.0,8742.0,506.0,5.0,8044.0
9023.0,4876.0,13739.0,394.0,11.0,16562.0
21625.0,8232.0,34206.0,395.0,27.0,32892.0
14778.0,8845.0,25164.0,297.0,18.0,27337.0
21453.0,8976.0,46494.0,363.0,26.0,34134.0
17055.0,,24112.0,434.0,21.0,27290.0
,9946.0,22885.0,296.0,23.0,31111.0
10496.0,4748.0,25717.0,357.0,13.0,17408.0
17620.0,7404.0,33367.0,366.0,22.0,27947.0
18644.0,8334.0,36100.0,405.0,23.0,30492.0
12117.0,6536.0,,518.0,15.0,20949.0
,6829.0,34523.0,,22.0,27283.0
17831.0,7799.0,23996.0,345.0,22.0,28187.0
12252.0,5526.0,18963.0,620.0,15.0,21087.0
,,17191.0,365.0,11.0,16653.0
9079.0,3995.0,10157.0,385.0,11.0,14970.0
15433.0,9735.0,26378.0,371.0,19.0,27765.0
16635.0,7225.0,28126.0,378.0,20.0,26126.0
11037.0,4704.0,18865.0,406.0,13.0,17970.0
15133.0,6551.0,24737.0,474.0,18.0,24754.0
17853.0,5683.0,26801.0,432.0,22.0,26080.0
,6265.0,22675.0,486.0,22.0,26408.0
,9034.0,41955.0,484.0,28.0,35314.0
21385.0,12052.0,36567.0,417.0,26.0,38063.0
9994.0,4464.0,13865.0,430.0,12.0,16847.0
23418.0,9403.0,42592.0,489.0,29.0,36454.0
12345.0,7069.0,21129.0,311.0,15.0,21371.0
20224.0,12238.0,33607.0,600.0,25.0,36511.0
15340.0,8829.0,17686.0,359.0,19.0,26745.0
12939.0,4719.0,25941.0,372.0,,20179.0
5962.0,,8525.0,303.0,7.0,9988.0
14142.0,8929.0,25724.0,305.0,17.0,26179.0
7203.0,3415.0,11219.0,478.0,9.0,12570.0
19836.0,8396.0,33392.0,582.0,24.0,31566.0
22584.0,11785.0,48458.0,355.0,28.0,39538.0
11015.0,6067.0,21585.0,428.0,13.0,19538.0
16510.0,,35315.0,418.0,20.0,25415.0
11373.0,5367.0,21599.0,,14.0,18657.0
11858.0,6435.0,22753.0,577.0,14.0,21367.0
18872.0,6303.0,23886.0,522.0,,28238.0
14807.0,6682.0,25243.0,381.0,18.0,23821.0
,8023.0,41058.0,442.0,29.0,35655.0
,4427.0,27281.0,450.0,15.0,19653.0
19997.0,7872.0,32957.0,,24.0,31322.0
15487.0,7708.0,29107.0,312.0,19.0,25582.0
18979.0,7929.0,35447.0,336.0,23.0,29466.0
12764.0,4916.0,27409.0,492.0,15.0,20579.0
14752.0,6715.0,25962.0,500.0,18.0,24734.0
14423.0,4836.0,,,18.0,21681.0
10820.0,5333.0,13942.0,421.0,13.0,18503.0
18310.0,10311.0,24093.0,496.0,22.0,32279.0
18251.0,8069.0,20350.0,264.0,22.0,27647.0
17968.0,7721.0,36579.0,364.0,,28628.0
22685.0,11055.0,45417.0,561.0,28.0,37939.0
22247.0,5498.0,,424.0,27.0,30498.0
13125.0,6611.0,20958.0,310.0,16.0,22246.0
16865.0,12821.0,,409.0,21.0,33335.0
11882.0,5201.0,20956.0,482.0,14.0,18706.0
15117.0,6622.0,33757.0,200.0,18.0,24082.0
12001.0,6293.0,27701.0,414.0,,20748.0
23100.0,14196.0,47082.0,370.0,28.0,42098.0
16818.0,9208.0,31943.0,269.0,21.0,29412.0
13910.0,3261.0,30610.0,407.0,17.0,18435.0
20968.0,,36133.0,389.0,26.0,34718.0
4147.0,2933.0,6978.0,398.0,5.0,9071.0
4929.0,2525.0,8682.0,372.0,6.0,8433.0
18979.0,6349.0,28590.0,318.0,23.0,27936.0
15302.0,7317.0,,284.0,19.0,25645.0
16252.0,5232.0,23806.0,345.0,20.0,23449.0
8368.0,4797.0,17636.0,469.0,10.0,15389.0
14884.0,5275.0,29219.0,419.0,18.0,21647.0
25018.0,11444.0,55761.0,394.0,31.0,41247.0
19121.0,6964.0,25072.0,317.0,23.0,29231.0
15849.0,6266.0,37569.0,370.0,19.0,26049.0
12805.0,7665.0,17008.0,459.0,16.0,23172.0
13027.0,5997.0,18766.0,440.0,16.0,20954.0
4354.0,1716.0,7026.0,362.0,5.0,7933.0
16288.0,5464.0,35709.0,200.0,20.0,23939.0
19227.0,5054.0,35911.0,346.0,24.0,26922.0
7122.0,2314.0,12298.0,361.0,8.0,11197.0
11693.0,5393.0,18267.0,327.0,14.0,19217.0
9213.0,5049.0,12780.0,367.0,11.0,16824.0
10173.0,,21769.0,465.0,,17223.0
15267.0,9268.0,31139.0,397.0,19.0,27729.0
4578.0,1732.0,10098.0,,5.0,7779.0
18071.0,7702.0,34680.0,279.0,,27269.0
18769.0,6420.0,18908.0,376.0,23.0,26955.0
13744.0,7547.0,19608.0,245.0,17.0,22935.0
,1979.0,5818.0,366.0,5.0,6773.0
10018.0,2743.0,,316.0,12.0,14175.0
21165.0,8791.0,34548.0,503.0,26.0,33239.0
3000.0,1729.0,4407.0,433.0,5.0,6800.0
13262.0,4049.0,,481.0,16.0,20139.0
9100.0,4611.0,17625.0,366.0,11.0,15863.0
19023.0,10884.0,37101.0,318.0,23.0,
11624.0,5322.0,18714.0,316.0,14.0,19381.0
17020.0,8595.0,31536.0,421.0,21.0,28685.0
17827.0,11161.0,24935.0,,22.0,32574.0
24181.0,15593.0,42584.0,433.0,30.0,44897.0
13985.0,6207.0,14567.0,370.0,17.0,22315.0
16880.0,6697.0,22443.0,385.0,,25365.0
7575.0,2712.0,12902.0,397.0,9.0,12536.0
20952.0,11475.0,52643.0,562.0,26.0,38094.0
11197.0,3503.0,14106.0,499.0,13.0,17333.0
12196.0,,17403.0,421.0,15.0,
14889.0,6853.0,27768.0,409.0,18.0,25633.0
,2872.0,16748.0,424.0,8.0,13048.0
16144.0,7716.0,30038.0,440.0,20.0,27180.0
19837.0,14014.0,39886.0,367.0,24.0,38141.0
16465.0,7209.0,27969.0,332.0,20.0,25350.0
7056.0,2868.0,11619.0,483.0,8.0,11985.0
14381.0,7932.0,26240.0,402.0,17.0,25578.0
18710.0,8868.0,29983.0,476.0,23.0,30889.0
5610.0,3332.0,11317.0,532.0,7.0,10404.0
9626.0,4490.0,12688.0,442.0,12.0,
19383.0,,40064.0,429.0,24.0,31425.0
16350.0,4441.0,29624.0,656.0,20.0,23381.0
17060.0,4914.0,29609.0,417.0,21.0,24483.0
24297.0,6474.0,31759.0,,30.0,32978.0
17343.0,8462.0,26119.0,378.0,21.0,29180.0
18289.0,5739.0,39498.0,524.0,22.0,28191.0
28554.0,16434.0,49610.0,296.0,35.0,49301.0
13931.0,6311.0,26239.0,340.0,17.0,22874.0
11011.0,4686.0,16914.0,489.0,13.0,18211.0
17139.0,6266.0,30701.0,378.0,21.0,26359.0
17195.0,8808.0,23873.0,391.0,21.0,29101.0
12366.0,4570.0,22630.0,486.0,15.0,20215.0
9838.0,3458.0,18802.0,343.0,12.0,14046.0
26549.0,15102.0,50342.0,283.0,33.0,46251.0
16634.0,8075.0,,289.0,20.0,27443.0
11339.0,4836.0,19246.0,447.0,14.0,18472.0
19580.0,10067.0,38399.0,421.0,24.0,32232.0
14454.0,6517.0,25101.0,345.0,18.0,23448.0
13736.0,6707.0,23540.0,307.0,17.0,22494.0
17811.0,6560.0,42231.0,378.0,22.0,28428.0
8541.0,5612.0,12936.0,489.0,10.0,16923.0
,6572.0,35607.0,333.0,20.0,25755.0
24565.0,14876.0,35707.0,347.0,30.0,42360.0
17331.0,7472.0,34600.0,305.0,21.0,27923.0
13119.0,6962.0,26401.0,371.0,16.0,23262.0
12464.0,6524.0,20528.0,427.0,15.0,21547.0
12948.0,,18578.0,569.0,16.0,23686.0
13730.0,5024.0,16598.0,417.0,17.0,20634.0
13111.0,7310.0,21180.0,396.0,16.0,23672.0
19582.0,12427.0,38338.0,469.0,24.0,36837.0
6334.0,2686.0,9353.0,456.0,7.0,10080.0
19310.0,8757.0,35320.0,354.0,,30497.0
13102.0,5210.0,17780.0,584.0,16.0,22020.0
16885.0,7013.0,29208.0,398.0,21.0,27153.0
9365.0,5817.0,13634.0,419.0,11.0,16936.0
21643.0,7566.0,38451.0,444.0,27.0,31568.0
21228.0,7553.0,35020.0,428.0,26.0,31827.0
19798.0,12098.0,28566.0,522.0,,35239.0
7426.0,3806.0,11899.0,,,12925.0
19146.0,12675.0,29097.0,463.0,23.0,35720.0
17024.0,6894.0,23933.0,413.0,21.0,26406.0
6974.0,3226.0,14818.0,479.0,8.0,13048.0
14879.0,5712.0,,383.0,18.0,23930.0
16823.0,7811.0,19167.0,,21.0,26769.0
17780.0,4847.0,28680.0,459.0,22.0,24503.0
15886.0,8237.0,32955.0,429.0,19.0,27690.0
16456.0,7938.0,25862.0,334.0,20.0,27848.0
,9937.0,50313.0,508.0,27.0,36433.0
21130.0,8684.0,32604.0,459.0,26.0,33389.0
3000.0,,5853.0,394.0,5.0,5154.0
13413.0,7012.0,28314.0,363.0,16.0,23320.0
14177.0,4719.0,27433.0,429.0,17.0,20840.0
6240.0,3127.0,8658.0,453.0,,11305.0
15471.0,10171.0,23473.0,272.0,19.0,28442.0
21244.0,12716.0,45696.0,430.0,26.0,38777.0
9567.0,2865.0,14912.0,452.0,11.0,15260.0
16682.0,6612.0,34910.0,212.0,20.0,25534.0
10421.0,5129.0,17412.0,416.0,13.0,16911.0
11640.0,5156.0,21447.0,456.0,14.0,19282.0
22387.0,6941.0,30987.0,446.0,27.0,32056.0
12287.0,6003.0,19875.0,464.0,15.0,21049.0
17311.0,7773.0,26614.0,374.0,21.0,27701.0
,3620.0,10541.0,317.0,7.0,11785.0
24312.0,10325.0,44441.0,256.0,30.0,37928.0
18013.0,10210.0,34924.0,487.0,22.0,32060.0
14088.0,4554.0,23284.0,456.0,17.0,20628.0
17878.0,6207.0,27191.0,493.0,22.0,25945.0
7951.0,4152.0,14747.0,342.0,9.0,14246.0
20913.0,11677.0,31183.0,464.0,26.0,36429.0
13380.0,4740.0,28413.0,280.0,,19780.0
13980.0,6325.0,24683.0,330.0,17.0,22714.0
12542.0,3911.0,,410.0,15.0,18507.0
12097.0,5224.0,23451.0,453.0,15.0,19676.0
18473.0,9859.0,32829.0,534.0,23.0,31765.0
,6618.0,21205.0,381.0,20.0,25398.0
18259.0,7762.0,27052.0,331.0,,28419.0
14956.0,5040.0,31667.0,327.0,18.0,22137.0
17566.0,6766.0,,345.0,21.0,26555.0
12906.0,8077.0,16720.0,578.0,16.0,24131.0
26149.0,11958.0,49830.0,461.0,32.0,42858.0
7160.0,2504.0,11687.0,489.0,8.0,11764.0
21305.0,8916.0,32759.0,381.0,26.0,33056.0
21840.0,6339.0,31810.0,400.0,27.0,30747.0
10739.0,3744.0,22552.0,456.0,13.0,17595.0
26146.0,15323.0,31646.0,,32.0,45465.0
19977.0,8705.0,30940.0,377.0,24.0,31713.0
19856.0,12689.0,36456.0,346.0,24.0,36757.0
15140.0,6669.0,34421.0,364.0,18.0,24723.0
13914.0,6211.0,27357.0,404.0,17.0,22988.0
13953.0,7173.0,21574.0,334.0,17.0,23342.0
16953.0,3391.0,38293.0,423.0,21.0,22154.0
22006.0,10354.0,30664.0,423.0,27.0,35743.0
15907.0,7080.0,29898.0,386.0,19.0,26017.0
10443.0,6251.0,20325.0,334.0,13.0,19034.0
19122.0,10450.0,29365.0,408.0,23.0,33421.0
19606.0,6600.0,39393.0,360.0,24.0,28733.0
18273.0,10493.0,30075.0,404.0,22.0,31307.0
18727.0,7936.0,37615.0,488.0,23.0,29834.0
13645.0,4906.0,17031.0,300.0,17.0,19489.0
,4864.0,19680.0,,12.0,18271.0
10659.0,4580.0,17868.0,394.0,13.0,17050.0
6823.0,4120.0,14634.0,433.0,8.0,13767.0
16185.0,7834.0,28919.0,340.0,20.0,27315.0
14583.0,6862.0,31714.0,491.0,18.0,24316.0
12800.0,6913.0,24989.0,390.0,16.0,22151.0
3000.0,1678.0,5285.0,368.0,5.0,6450.0
8763.0,4630.0,17845.0,354.0,10.0,16087.0
20604.0,12197.0,41996.0,379.0,25.0,35909.0
11677.0,5965.0,22671.0,433.0,14.0,20522.0
16803.0,7843.0,18690.0,414.0,21.0,26031.0
8047.0,4618.0,12112.0,397.0,10.0,14505.0
22194.0,9785.0,49164.0,343.0,27.0,36291.0
14280.0,6473.0,20323.0,338.0,17.0,24496.0
16450.0,10235.0,33965.0,363.0,20.0,30155.0
26629.0,16302.0,,437.0,33.0,47554.0
22582.0,10144.0,35731.0,,28.0,35945.0
13467.0,5449.0,16180.0,464.0,16.0,21213.0
12034.0,7176.0,19607.0,400.0,15.0,21587.0
13372.0,7088.0,32406.0,431.0,16.0,23310.0
17549.0,8451.0,27044.0,387.0,21.0,28654.0
14474.0,6047.0,22604.0,261.0,18.0,22753.0
13024.0,6293.0,19545.0,,16.0,21633.0
22336.0,10003.0,48345.0,370.0,27.0,
14429.0,5534.0,24921.0,317.0,18.0,21849.0
26498.0,12266.0,,,33.0,42220.0
15454.0,7364.0,34370.0,411.0,,
23927.0,9869.0,47227.0,309.0,29.0,36892.0
16787.0,9071.0,25586.0,343.0,20.0,29024.0
19815.0,11470.0,28393.0,524.0,24.0,34954.0
11377.0,6223.0,,272.0,14.0,19147.0
10731.0,4533.0,19370.0,385.0,13.0,17994.0
17299.0,9092.0,23098.0,307.0,21.0,29182.0
19943.0,9130.0,25229.0,340.0,24.0,30974.0
15201.0,4962.0,22273.0,384.0,19.0,22099.0
8568.0,4432.0,12236.0,321.0,10.0,14408.0
8199.0,3809.0,9725.0,446.0,10.0,14312.0
7864.0,5579.0,11562.0,508.0,9.0,15869.0
6162.0,3671.0,9392.0,467.0,7.0,11926.0
15547.0,8102.0,25827.0,482.0,19.0,26738.0
20625.0,9795.0,47600.0,290.0,25.0,33326.0
14933.0,6964.0,25684.0,381.0,18.0,25285.0
3698.0,1293.0,6470.0,437.0,5.0,6946.0
14046.0,3878.0,27429.0,470.0,17.0,20042.0
14186.0,5146.0,,540.0,17.0,22225.0
25480.0,11344.0,48923.0,486.0,,41555.0
7714.0,1847.0,14535.0,472.0,,11509.0
13047.0,5161.0,23964.0,611.0,16.0,22064.0
23529.0,10006.0,61881.0,408.0,29.0,39539.0
17250.0,,35765.0,377.0,21.0,27670.0
17817.0,,26288.0,414.0,22.0,26947.0
,6476.0,,327.0,19.0,24141.0
,10363.0,26015.0,405.0,20.0,29230.0
18888.0,9750.0,36527.0,262.0,23.0,32396.0
10953.0,4315.0,15196.0,358.0,13.0,16951.0
19390.0,8593.0,28458.0,391.0,24.0,31276.0
8135.0,3638.0,15482.0,476.0,10.0,14627.0
16642.0,6211.0,34936.0,489.0,20.0,25504.0
15894.0,5930.0,31005.0,323.0,19.0,23854.0
11919.0,6568.0,24507.0,566.0,14.0,22684.0
14887.0,,28465.0,412.0,18.0,23671.0
11887.0,4048.0,22012.0,419.0,,17864.0
9641.0,4297.0,15898.0,271.0,12.0,15158.0
13232.0,6111.0,27045.0,350.0,16.0,21894.0
9480.0,2396.0,19979.0,484.0,11.0,14832.0
16614.0,7409.0,29591.0,414.0,,27306.0
9250.0,4965.0,16325.0,409.0,11.0,16636.0
18560.0,9189.0,42269.0,418.0,23.0,32353.0
9093.0,6119.0,16311.0,285.0,11.0,18113.0
12169.0,6998.0,22180.0,392.0,15.0,22102.0
11877.0,7066.0,23104.0,513.0,14.0,23529.0
21626.0,15787.0,38292.0,487.0,27.0,42199.0
16651.0,,25875.0,390.0,20.0,28906.0
13941.0,6501.0,26675.0,525.0,17.0,23401.0
17494.0,9576.0,,299.0,21.0,30568.0
4464.0,1759.0,10502.0,322.0,5.0,7596.0
14784.0,6812.0,30109.0,549.0,18.0,25224.0
24988.0,9626.0,40514.0,446.0,,39219.0
15662.0,7671.0,31617.0,377.0,19.0,26868.0
15340.0,5903.0,29028.0,396.0,19.0,24146.0
17741.0,6765.0,38902.0,335.0,22.0,27088.0
19478.0,9570.0,31996.0,422.0,24.0,32455.0
,2187.0,9307.0,416.0,6.0,8464.0
,1695.0,,402.0,8.0,10355.0
16051.0,4887.0,29174.0,307.0,20.0,23522.0
11426.0,3831.0,17532.0,421.0,14.0,17210.0
21560.0,7798.0,42533.0,,26.0,33313.0
13424.0,6597.0,25847.0,321.0,16.0,23335.0
5327.0,2514.0,,501.0,6.0,10092.0
8660.0,4819.0,15562.0,574.0,10.0,16559.0
3000.0,1576.0,5029.0,555.0,5.0,6314.0
13829.0,7706.0,28168.0,452.0,17.0,24661.0
14058.0,7181.0,21955.0,379.0,17.0,23305.0
12878.0,6065.0,27371.0,394.0,16.0,21500.0
20394.0,11420.0,43335.0,432.0,25.0,35970.0
20993.0,11377.0,45705.0,366.0,26.0,35620.0
14148.0,6899.0,27065.0,506.0,17.0,24510.0
4327.0,2497.0,7156.0,237.0,5.0,8570.0
18086.0,3896.0,33148.0,376.0,22.0,24176.0
17777.0,7483.0,34025.0,464.0,22.0,27164.0
16547.0,6940.0,27004.0,332.0,20.0,25841.0
19907.0,11253.0,43795.0,381.0,24.0,34536.0
9176.0,5571.0,18113.0,447.0,,17107.0
25044.0,7638.0,38375.0,521.0,31.0,36534.0
10203.0,6031.0,24128.0,296.0,12.0,17539.0
18746.0,6240.0,34291.0,,23.0,26997.0
6563.0,2204.0,,324.0,8.0,10583.0
10349.0,4414.0,16050.0,277.0,12.0,16134.0
22582.0,9443.0,50726.0,283.0,28.0,
13696.0,4029.0,32150.0,322.0,17.0,21091.0
19200.0,9888.0,40374.0,499.0,23.0,33309.0
16185.0,8383.0,35538.0,375.0,20.0,28395.0
14475.0,8040.0,31339.0,403.0,18.0,26057.0
21819.0,8873.0,42920.0,,27.0,34022.0
13817.0,6163.0,26234.0,451.0,17.0,
6096.0,2725.0,11961.0,550.0,7.0,
10984.0,6797.0,22196.0,329.0,13.0,19557.0
17756.0,3551.0,28010.0,538.0,22.0,23679.0
16978.0,6015.0,34288.0,429.0,21.0,25898.0
7165.0,3228.0,16032.0,401.0,8.0,12273.0
11378.0,3885.0,19776.0,432.0,14.0,17958.0
12091.0,5129.0,20628.0,431.0,15.0,
13173.0,5762.0,25594.0,549.0,16.0,
8120.0,3120.0,13034.0,442.0,10.0,
11858.0,5413.0,16660.0,443.0,14.0,20293.0
11357.0,5824.0,24353.0,366.0,14.0,19207.0
18858.0,8040.0,31393.0,467.0,23.0,29648.0
19046.0,7707.0,34388.0,323.0,23.0,29178.0
14271.0,6185.0,23076.0,409.0,17.0,23648.0
13040.0,5858.0,28466.0,631.0,16.0,21917.0
15700.0,4333.0,32278.0,200.0,19.0,21454.0
10917.0,5417.0,18862.0,419.0,13.0,18224.0
9266.0,3752.0,13399.0,,,16373.0
10299.0,5934.0,,382.0,12.0,
11826.0,6021.0,,384.0,14.0,20729.0
9183.0,5207.0,17048.0,407.0,11.0,
15810.0,5516.0,,380.0,19.0,24297.0
18649.0,7699.0,34752.0,,23.0,28587.0
7065.0,2301.0,14324.0,361.0,8.0,10589.0
15126.0,5740.0,27036.0,562.0,18.0,23532.0
13900.0,7996.0,26897.0,380.0,17.0,25039.0
16708.0,10004.0,25127.0,446.0,20.0,29638.0
14935.0,5006.0,38326.0,346.0,18.0,23527.0
7732.0,3125.0,13259.0,475.0,9.0,13227.0
8688.0,3843.0,16169.0,459.0,10.0,14471.0
15147.0,7703.0,29839.0,434.0,18.0,26528.0
20144.0,5520.0,33777.0,318.0,25.0,27699.0
3929.0,1138.0,7082.0,340.0,5.0,6080.0
16729.0,8347.0,30090.0,535.0,20.0,29029.0
20948.0,5344.0,31962.0,339.0,26.0,27174.0
14235.0,5770.0,27496.0,451.0,17.0,23171.0
17751.0,8276.0,23169.0,324.0,22.0,28122.0
11485.0,5645.0,26711.0,481.0,14.0,19811.0
14403.0,6277.0,29352.0,345.0,18.0,24338.0
6895.0,2851.0,13734.0,323.0,8.0,11177.0
3278.0,1752.0,4193.0,343.0,5.0,6870.0
19714.0,9433.0,30798.0,356.0,24.0,32289.0
10075.0,3882.0,22334.0,432.0,12.0,16571.0
12722.0,5773.0,38167.0,406.0,15.0,21678.0
8068.0,3940.0,,312.0,10.0,13845.0
7950.0,4944.0,16783.0,398.0,9.0,16064.0
14131.0,7470.0,27661.0,309.0,17.0,24796.0
11352.0,6487.0,17548.0,451.0,14.0,20264.0
16890.0,6569.0,35444.0,466.0,21.0,26152.0
17263.0,6863.0,25370.0,398.0,,26363.0
16604.0,7081.0,23857.0,422.0,20.0,26790.0
16193.0,7054.0,22961.0,540.0,20.0,26797.0
22889.0,7993.0,47900.0,387.0,28.0,34586.0
9662.0,5571.0,17225.0,324.0,12.0,16647.0
,7927.0,26951.0,446.0,18.0,26189.0
20663.0,8667.0,37099.0,309.0,25.0,32932.0
21323.0,10964.0,31180.0,383.0,26.0,35662.0
7891.0,,12616.0,352.0,9.0,
13438.0,7015.0,21688.0,344.0,16.0,22287.0
21791.0,6876.0,30037.0,380.0,27.0,31387.0
,7638.0,28919.0,472.0,21.0,27723.0
15976.0,7097.0,23575.0,488.0,19.0,26448.0
13912.0,7128.0,27452.0,474.0,17.0,24515.0
13081.0,5064.0,26140.0,427.0,16.0,21659.0
16441.0,3288.0,23213.0,379.0,20.0,21692.0
13738.0,4696.0,23506.0,211.0,17.0,19947.0
14787.0,6564.0,34851.0,429.0,18.0,24330.0
15393.0,7025.0,23178.0,218.0,19.0,24351.0
11610.0,7179.0,22383.0,246.0,14.0,20946.0
17661.0,8976.0,32348.0,387.0,22.0,30558.0
29571.0,13548.0,62924.0,421.0,36.0,48639.0
6115.0,2732.0,11549.0,364.0,7.0,9843.0
16620.0,9314.0,27766.0,523.0,20.0,29511.0
11199.0,4379.0,20383.0,437.0,13.0,17955.0
17887.0,7798.0,32633.0,380.0,22.0,28277.0
15233.0,,27000.0,511.0,19.0,23426.0
18809.0,11133.0,26413.0,525.0,23.0,34375.0
20878.0,10214.0,45365.0,,26.0,35604.0
15962.0,6054.0,33839.0,338.0,19.0,25390.0
20660.0,9061.0,30717.0,356.0,,32212.0
3279.0,1642.0,5606.0,,5.0,6173.0
22952.0,9753.0,39764.0,397.0,28.0,35716.0
16875.0,6692.0,24521.0,316.0,21.0,25932.0
20389.0,7841.0,25282.0,374.0,25.0,30809.0
8901.0,4307.0,14231.0,421.0,11.0,15853.0
10846.0,4492.0,18363.0,241.0,,17711.0
15730.0,6365.0,21512.0,299.0,,24491.0
14915.0,4719.0,27639.0,359.0,18.0,21476.0
16415.0,7514.0,35274.0,396.0,20.0,26466.0
20423.0,8820.0,41920.0,360.0,25.0,32902.0
6174.0,2580.0,10878.0,378.0,7.0,11221.0
19869.0,9336.0,24794.0,344.0,24.0,31823.0
15041.0,7894.0,30304.0,284.0,18.0,
13981.0,7272.0,25780.0,357.0,17.0,25053.0
7644.0,3863.0,14733.0,383.0,9.0,13825.0
17515.0,7460.0,41701.0,375.0,21.0,28432.0
3000.0,1180.0,4658.0,409.0,5.0,5092.0
18242.0,6305.0,17103.0,434.0,22.0,26587.0
7539.0,2946.0,11188.0,455.0,,12767.0
15267.0,6900.0,29707.0,349.0,19.0,25186.0
